# Gacesa et al., doi:10.5281/zenodo.3256699. Raw CSs_3pes, even j for 12C16O2 v=0.
# Includes elastic diagonals; independent variable is MOLSCAT total energy.
total_energy_eV,ji,jf,sigma_cm2
0.153740404768,10,28,1.224617000000e-16
0.153740404768,10,30,1.095537000000e-16
0.153740404768,10,32,9.505920000000e-17
0.153740404768,10,34,8.746867000000e-17
0.153740404768,10,36,7.863300000000e-17
0.153740404768,10,38,6.749193000000e-17
0.153740404768,10,40,5.757240000000e-17
0.153740404768,10,42,5.368260000000e-17
0.153740404768,10,44,4.739740000000e-17
0.153740404768,10,46,3.838423000000e-17
0.153740404768,10,48,2.871747000000e-17
0.153740404768,10,50,2.201232000000e-17
0.153740404768,10,52,1.776209000000e-17
0.153740404768,10,54,1.322363000000e-17
0.153740404768,12,0,1.136163000000e-17
0.153740404768,12,2,5.841713000000e-17
0.153740404768,12,4,1.293917000000e-16
0.153740404768,12,6,2.299737000000e-16
0.153740404768,12,8,4.119723000000e-16
0.153740404768,12,10,9.050560000000e-16
0.153740404768,12,12,1.480817000000e-14
0.153740404768,12,14,8.822773000000e-16
0.153740404768,12,16,3.905460000000e-16
0.153740404768,12,18,2.559083000000e-16
0.153740404768,12,20,1.959607000000e-16
0.153740404768,12,22,1.588390000000e-16
0.153740404768,12,24,1.447070000000e-16
0.153740404768,12,26,1.234827000000e-16
0.153740404768,12,28,1.034633000000e-16
0.153740404768,12,30,9.306820000000e-17
0.153740404768,12,32,8.376140000000e-17
0.153740404768,12,34,6.959203000000e-17
0.153740404768,12,36,6.097360000000e-17
0.153740404768,12,38,5.472337000000e-17
0.153740404768,12,40,4.865627000000e-17
0.153740404768,12,42,3.946343000000e-17
0.153740404768,12,44,3.310080000000e-17
0.153740404768,12,46,2.813960000000e-17
0.153740404768,12,48,2.197433000000e-17
0.153740404768,12,50,1.542035000000e-17
0.153740404768,12,52,1.212374000000e-17
0.153740404768,12,54,8.900090000000e-18
0.153740404768,14,0,9.635713000000e-18
0.153740404768,14,2,4.596980000000e-17
0.153740404768,14,4,8.794460000000e-17
0.153740404768,14,6,1.524293000000e-16
0.153740404768,14,8,2.420520000000e-16
0.153740404768,14,10,3.475823000000e-16
0.153740404768,14,12,7.744253000000e-16
0.153740404768,14,14,1.270472000000e-14
0.153740404768,14,16,7.431207000000e-16
0.153740404768,14,18,3.359253000000e-16
0.153740404768,14,20,2.105653000000e-16
0.153740404768,14,22,1.643613000000e-16
0.153740404768,14,24,1.307923000000e-16
0.153740404768,14,26,1.131640000000e-16
0.153740404768,14,28,9.459187000000e-17
0.153740404768,14,30,7.872613000000e-17
0.153740404768,14,32,6.865517000000e-17
0.153740404768,14,34,6.042777000000e-17
0.153740404768,14,36,5.008473000000e-17
0.153740404768,14,38,4.358063000000e-17
0.153740404768,14,40,3.941017000000e-17
0.153740404768,14,42,3.399643000000e-17
0.153740404768,14,44,2.725770000000e-17
0.153740404768,14,46,2.313670000000e-17
0.153740404768,14,48,1.856933000000e-17
0.153740404768,14,50,1.370354000000e-17
0.153740404768,14,52,1.056410000000e-17
0.153740404768,14,54,7.873904000000e-18
0.153740404768,16,0,6.961573000000e-18
0.153740404768,16,2,3.718430000000e-17
0.153740404768,16,4,6.840150000000e-17
0.153740404768,16,6,1.080577000000e-16
0.153740404768,16,8,1.684200000000e-16
0.153740404768,16,10,2.040437000000e-16
0.153740404768,16,12,3.076797000000e-16
0.153740404768,16,14,6.669783000000e-16
0.153740404768,16,16,1.120360000000e-14
0.153740404768,16,18,6.255550000000e-16
0.153740404768,16,20,2.839207000000e-16
0.153740404768,16,22,1.721137000000e-16
0.153740404768,16,24,1.264717000000e-16
0.153740404768,16,26,1.027225000000e-16
0.153740404768,16,28,8.866160000000e-17
0.153740404768,16,30,7.397410000000e-17
0.153740404768,16,32,6.149440000000e-17
0.153740404768,16,34,5.272577000000e-17
0.153740404768,16,36,4.842127000000e-17
0.153740404768,16,38,4.052970000000e-17
0.153740404768,16,40,3.462437000000e-17
0.153740404768,16,42,3.102130000000e-17
0.153740404768,16,44,2.671180000000e-17
0.153740404768,16,46,2.137323000000e-17
0.153740404768,16,48,1.716500000000e-17
0.153740404768,16,50,1.286096000000e-17
0.153740404768,16,52,9.757998000000e-18
0.153740404768,16,54,7.028296000000e-18
0.153740404768,18,0,6.021973000000e-18
0.153740404768,18,2,2.847133000000e-17
0.153740404768,18,4,5.472197000000e-17
0.153740404768,18,6,8.787103000000e-17
0.153740404768,18,8,1.218760000000e-16
0.153740404768,18,10,1.445303000000e-16
