#0.19eV differential cross sections for H-H2 elastic collisions from Krstic and Shultz. 1998
#angle(deg),sigma(cm^2)
179.7889995,3.27E-10
179.8136367,3.69E-10
179.836555,4.21E-10
179.8577544,4.84E-10
179.877808,5.63E-10
179.8961426,6.63E-10
179.9133313,7.92E-10
179.9282282,9.63E-10
179.9425522,1.20E-09
179.9545843,1.52E-09
179.9654705,2.01E-09
179.9752108,2.77E-09
179.9832322,4.05E-09
179.9895347,6.50E-09
179.9941184,1.21E-08
179.9975561,2.97E-08
179.999275,1.56E-07

